Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score,Generos,Plataformas,Empresa,Titulos
Kong: The 8th Wonder of the World,GBA,2005,Action,Ubisoft,330000,120000,0,82,0,6,474,3840
Monster Jam: Path of Destruction,PS3,2010,Racing,Activision,210000,20000,0,84,6,16,21,4635
LEGO Star Wars: The Video Game,GC,2005,Action,Eidos Interactive,1090000,280000,0,94,0,7,130,3905
Densetsu no Stafi 2,GBA,2003,Platform,Nintendo,0,0,430000,100,4,6,329,1545
Lovely Lisa and Friends,DS,2010,Simulation,Tomy Corporation,120000,0,0,76,9,4,464,4039
Super Scope 6,SNES,1991,Shooter,Nintendo,1060000,380000,150000,83,8,22,329,7188
Fritz Chess,DS,2009,Strategy,Deep Silver,20000,0,0,80,11,4,115,2529
Escape The Museum,DS,2010,Adventure,Astragon,40000,120000,0,98,1,4,49,2127
Moto Racer DS,DS,2008,Racing,Nobilis,0,20000,0,91,6,4,335,4687
Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Crave Entertainment,150000,100000,0,96,7,14,96,3402
Cosmic Ark,2600,1981,Shooter,Imagic,990000,50000,0,80,8,0,222,1264
Higurashi Daybreak Portable Mega Edition,PSP,2009,Adventure,Alchemist,0,0,20000,58,1,18,30,3116
The King of Fighters: Evolution,DC,2000,Fighting,SNK,0,0,70000,90,2,3,398,7573
Eve: Burst Error R,PSV,2016,Action,Red Flagship,0,0,10000,90,0,19,385,2143
Syphon Filter: Logan's Shadow,PSP,2007,Shooter,Sony Computer Entertainment,250000,120000,0,59,8,18,414,7241
Crysis 2,PC,2011,Action,Electronic Arts,160000,450000,0,75,0,13,131,1333
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,2005,Action,THQ,220000,80000,0,66,0,6,442,32
Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,260000,200000,0,51,8,15,317,7800
Amped 3,X360,2005,Sports,Take-Two Interactive,130000,20000,0,81,10,27,448,255
Dragon's Dogma Online,PS3,2015,Role-Playing,Capcom,0,0,30000,78,7,16,82,1908
Power Pro Kun Pocket 9,DS,2006,Sports,Konami Digital Entertainment,0,0,150000,46,10,4,254,5668
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006,Action,Namco Bandai Games,0,0,20000,44,0,15,317,8098
Mystery P.I. - Portrait of a Thief,DS,2008,Adventure,Unknown,100000,0,0,84,1,4,478,4803
Ford Racing Off Road,PSP,2008,Racing,Xplosiv,50000,80000,0,56,6,18,501,2485
Yamaha Supercross,DS,2009,Racing,Zoo Digital Publishing,100000,0,0,40,6,4,509,8614
Teenage Mutant Ninja Turtles (3DS),3DS,2013,Action,Activision,10000,0,0,97,0,2,21,7356
Tak: The Great Juju Challenge,DS,2005,Platform,THQ,90000,0,0,66,4,4,442,7304
Medieval II: Total War Gold Edition,PC,2008,Strategy,Sega,0,340000,0,41,11,13,406,4357
Rapala Pro Bass Fishing 2010,X360,2010,Sports,Activision,320000,50000,0,91,10,27,21,5889
SpongeBob SquarePants: The Yellow Avenger,DS,2005,Action,THQ,310000,0,0,49,0,4,442,6867
Mega Man Battle Network 3 Blue / White Version,GBA,2002,Role-Playing,Capcom,390000,20000,850000,84,7,6,82,4374
Gem Quest: 4 Elements,DS,2011,Puzzle,Mastertronic,50000,50000,0,99,5,4,279,2677
Rise of Flight: Iron Cross Edition,PC,2010,Simulation,Aerosoft,10000,0,0,45,9,13,25,6057
Summer Heat Beach Volleyball,PS2,2003,Sports,Acclaim Entertainment,140000,110000,0,81,10,15,17,7073
Whirl Tour,PS2,2002,Sports,Crave Entertainment,110000,90000,0,59,10,15,96,8382
NeverDead,X360,2012,Shooter,Konami Digital Entertainment,60000,30000,0,52,8,27,254,5144
Let's Draw!,DS,2008,Misc,Ubisoft,240000,230000,0,82,3,4,474,3952
Derby Stallion 99,PS,1999,Sports,ASCII Entertainment,0,0,1060000,83,10,14,13,1557
Bottom of the 9th,PS,1996,Sports,Konami Digital Entertainment,80000,50000,0,54,10,14,254,778
Asura's Wrath,PS3,2012,Action,Capcom,180000,120000,60000,43,0,16,82,403
The Simpsons Game,X360,2007,Action,Electronic Arts,540000,390000,0,93,0,27,131,7673
NBA In The Zone,PS,1995,Sports,Konami Digital Entertainment,160000,110000,0,77,10,14,254,4869
Halo 3,X360,2007,Shooter,Microsoft Game Studios,7970000,2810000,130000,64,8,27,296,2954
Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,40000,10000,0,92,0,26,21,7983
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1290000,1210000,60000,76,1,16,414,3071
DarkStar One,PC,2006,Simulation,Ubisoft,0,30000,0,94,9,13,474,1445
Boogie SuperStar,Wii,2008,Misc,Electronic Arts,200000,20000,0,40,3,25,131,766
Rugby 2005,XB,2005,Sports,Electronic Arts,40000,10000,0,53,10,28,131,6186
Battle vs. Chess,PS3,2016,Misc,TopWare Interactive,0,30000,0,46,3,16,465,564
300: March to Glory,PSP,2007,Action,Warner Bros. Interactive Entertainment,270000,80000,0,54,0,18,495,46
From TV Animation One Piece: Grand Battle! 3,PS2,2003,Fighting,Namco Bandai Games,0,0,320000,46,2,15,317,2545
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,FuRyu,0,0,50000,69,0,19,158,7821
SD Gundam: Gashapon Wars,GC,2005,Strategy,Namco Bandai Games,0,0,70000,62,11,7,317,6239
NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1190000,160000,0,54,10,22,17,4875
Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0,0,30000,43,1,16,93,7957
MySims,Wii,2007,Simulation,Electronic Arts,900000,540000,40000,64,9,25,131,4788
Monster High: Ghoul Spirit,DS,2011,Misc,THQ,690000,160000,0,97,3,4,442,4614
Makai Shin Trillion,PSV,2014,Role-Playing,Idea Factory,20000,10000,60000,58,7,19,215,4206
Love Plus,DS,2009,Simulation,Konami Digital Entertainment,0,0,260000,91,9,4,254,4036
Monster Hunter Freedom Unite,PSP,2008,Role-Playing,Capcom,470000,550000,4130000,63,7,18,82,4623
Monkey Madness: Island Escape,DS,2010,Action,Storm City Games,10000,0,0,66,0,4,428,4600
Army Men: Green Rogue,PS2,2001,Action,3DO,60000,50000,0,75,0,15,4,355
Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,220000,130000,120000,59,4,26,329,3796
Enemy Front,X360,2014,Shooter,Namco Bandai Games,20000,20000,0,47,8,27,317,2110
Counter-Strike,XB,2003,Shooter,Microsoft Game Studios,850000,230000,0,47,8,28,296,1269
Dokapon Kingdom,PS2,2007,Role-Playing,Sting,50000,40000,20000,86,7,15,427,1744
"999: Nine Hours, Nine Persons, Nine Doors",DS,2009,Adventure,ChunSoft,310000,0,30000,74,1,4,84,73
Torino 2006,PS2,2006,Sports,Take-Two Interactive,60000,50000,0,76,10,15,448,7937
The X-Factor,X360,2010,Misc,Deep Silver,0,80000,0,94,3,27,115,7752
Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts,940000,620000,100000,82,0,5,131,3006
Dancing with the Stars: We Dance!,DS,2008,Misc,Activision,360000,0,0,52,3,4,21,1423
Mystic Ark,SNES,1995,Role-Playing,Enix Corporation,0,0,130000,43,7,22,136,4808
Princess Isabella: A Witch's Curse,Wii,2010,Adventure,Destineer,20000,0,0,49,1,25,117,5709
DmC: Devil May Cry,XOne,2015,Action,Capcom,80000,40000,0,46,0,29,82,1734
International Cricket 2010,PS3,2010,Sports,Codemasters,0,150000,0,65,10,16,88,3337
Fantastic 4: Flame On,GBA,2005,Action,Activision,200000,80000,0,52,0,6,21,2300
Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,40000,55,1,18,245,1369
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,730000,920000,30000,61,6,17,131,5115
World Series of Poker,GC,2005,Misc,Activision Value,40000,10000,0,85,3,7,23,8500
Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Strategy,Aqua Plus,0,0,40000,80,11,16,36,7346
Horsez,DS,2006,Simulation,Ubisoft,380000,10000,0,47,9,4,474,3173
The Lord of the Rings: The Two Towers,XB,2002,Action,Electronic Arts,450000,240000,0,56,0,28,131,7624
Major League Baseball 2K7,X360,2007,Sports,Spike,670000,0,0,94,10,27,420,4198
Exhibition Volume 02,XB,2003,Misc,Microsoft Game Studios,130000,40000,0,90,3,28,296,2160
BloodRayne,PS2,2002,Shooter,Universal Interactive,200000,160000,0,85,8,15,477,724
Mobile Ops: The One Year War,X360,2001,Simulation,Namco Bandai Games,0,0,60000,92,9,27,317,4550
Jampack Winter '98,PS,1998,Misc,Sony Computer Entertainment,630000,430000,0,61,3,14,414,3432
Star Wars: Battlefront,XB,2004,Shooter,Activision,1240000,450000,0,63,8,28,21,6948
Shin Sangoku Musou 4 Special,X360,2005,Action,Tecmo Koei,0,0,10000,44,0,27,452,6521
GOTHA: Ismailia Seneki,SAT,1995,Strategy,Sega,0,0,80000,61,11,20,406,2595
FIFA Street,GC,2005,Sports,Electronic Arts,40000,10000,0,48,10,7,131,2237
Moto Racer,PS,1997,Racing,Electronic Arts,450000,300000,0,77,6,14,131,4685
Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,90000,10000,0,52,3,27,6,239
Spawn: Armageddon,PS2,2003,Action,Electronic Arts,220000,170000,0,94,0,15,131,6821
Top Shot Arcade,Wii,2011,Shooter,Activision,120000,0,0,98,8,25,21,7930
LEGO Harry Potter: Years 5-7,X360,2014,Action,Warner Bros. Interactive Entertainment,510000,370000,0,62,0,27,495,3887
The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,70000,0,0,68,8,16,21,7520
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005,Misc,Konami Digital Entertainment,300000,110000,0,79,3,6,254,8668
Enemy Territory: Quake Wars,PS3,2008,Shooter,Activision,230000,70000,0,77,8,16,21,2111
Zapper: One Wicked Cricket!,PS2,2002,Platform,Infogrames,80000,60000,0,47,4,15,226,8709
WCW Backstage Assault,N64,2012,Action,Unknown,110000,30000,0,45,0,10,478,8257
Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,Nintendo,500000,160000,580000,87,7,4,329,5601
Escape the Emerald Star,PC,2011,Puzzle,PopCap Games,20000,0,0,71,5,13,373,2128
Midway Arcade Treasures 3,PS2,2005,Misc,Midway Games,80000,60000,0,97,3,15,298,4503
100 All-Time Favorites,DS,2009,Puzzle,Ubisoft,350000,120000,0,71,5,4,474,13
Tantei Opera: Milky Holmes,PSP,2010,Adventure,Unknown,0,0,20000,69,1,18,478,7338
Shining Force III,SAT,1997,Strategy,Sega,0,0,130000,89,11,20,406,6533
Backyard Baseball '10,DS,2009,Sports,Atari,110000,0,0,43,10,4,51,450
Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,60000,10000,0,61,2,27,53,5455
Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,390000,390000,0,99,0,16,21,6680
F.E.A.R.,X360,2006,Shooter,Vivendi Games,280000,30000,0,54,8,27,492,2190
Hey Arnold! The Movie,GBA,2002,Platform,THQ,190000,70000,0,65,4,6,442,3099
Atelier Totori: The Adventurer of Arland,PSV,2012,Role-Playing,Gust,0,0,90000,74,7,19,196,421
Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,40000,20000,0,48,0,29,452,2016
TRON: Evolution,PC,2010,Action,Disney Interactive Studios,60000,0,0,49,0,13,121,7257
Pillow Pets,DS,2011,Adventure,GameMill Entertainment,80000,0,0,72,1,4,174,5527
Casual Mania!,DS,2010,Puzzle,Foreign Media Games,40000,0,0,55,5,4,154,1035
NHL 07,PS2,2006,Sports,Electronic Arts,420000,20000,0,83,10,15,131,4984
HSX HyperSonic.Xtreme,PS2,2002,Racing,Midas Interactive Entertainment,250000,200000,0,92,6,15,297,2929
PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment,110000,1330000,400000,86,10,16,254,5358
Guitar Hero: On Tour,DS,2008,Misc,Activision,2100000,1010000,10000,51,3,4,21,2892
No More Heroes 2: Desperate Struggle,Wii,2010,Action,Rising Star Games,200000,110000,40000,69,0,25,391,5222
X-Men Legends,PS2,2004,Role-Playing,Activision,1000000,720000,0,78,7,15,21,8568
Jampack Volume 14 (RP-T),PS2,2006,Misc,Sony Computer Entertainment,50000,40000,0,76,3,15,414,3431
Frogger,PS,1997,Action,Hasbro Interactive,3790000,270000,0,95,0,14,202,2530
Driven,GC,2002,Racing,BAM! Entertainment,60000,20000,0,81,6,7,58,1951
Farming Simulator 2015,PS3,2015,Simulation,Koch Media,110000,200000,0,61,9,16,252,2325
MTX Mototrax,PSP,2006,Racing,Activision,40000,0,0,78,6,18,21,4107
Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007,Fighting,SNK Playmore,0,0,10000,69,2,15,399,2340
E.X. Troopers,PS3,2012,Shooter,Capcom,0,0,50000,79,8,16,82,2031
Pipe Mania,PSP,2008,Puzzle,Empire Interactive,60000,0,0,83,5,18,134,5538
Terraria,3DS,2016,Action,505 Games,0,40000,50000,51,0,2,6,7402
Dengeki Gakuen RPG: Cross of Venus,DS,2009,Role-Playing,ASCII Media Works,0,0,50000,44,7,4,14,1541
Farming Simulator 2015,PS4,2015,Simulation,Koch Media,100000,200000,0,71,9,17,252,2325
Yu-Gi-Oh! GX: Tag Force,PSP,2006,Strategy,Konami Digital Entertainment,90000,20000,0,75,11,18,254,8679
Turbo: Super Stunt Squad,X360,2013,Sports,D3Publisher,0,10000,0,43,10,27,104,8055
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,2010,Misc,Konami Digital Entertainment,0,0,20000,56,3,4,254,6564
Finding Nemo,GBA,2003,Action,THQ,1590000,1050000,40000,53,0,6,442,2424
Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,0,0,140000,69,0,16,452,6424
Mister Mosquito,PS2,2001,Shooter,Eidos Interactive,50000,40000,170000,43,8,15,130,4545
Duel Love: Koisuru Otome wa Shouri no Megami,DS,2008,Adventure,Namco Bandai Games,0,0,10000,93,1,4,317,1969
World Championship Poker: Deluxe Series,DS,2005,Misc,505 Games,70000,0,0,46,3,4,6,8483
South Park: Chef's Luv Shack,PS,1998,Misc,Acclaim Entertainment,170000,120000,0,74,3,14,17,6802
Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,50000,0,0,52,10,16,21,7913
LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,200000,210000,0,84,0,27,495,3906
Madden NFL 09,PS3,2008,Sports,Electronic Arts,1560000,140000,0,49,10,16,131,4144
Rockin' Pretty,DS,2009,Misc,Arc System Works,50000,0,0,95,3,4,38,6129
12-Sai. Koisuru Diary,3DS,2016,Adventure,Happinet,0,0,50000,44,1,2,200,22
Summon Night: Twin Age,DS,2007,Role-Playing,Banpresto,70000,0,50000,56,7,4,61,7082
Jet Grind Radio,GBA,2003,Action,Sega,20000,10000,0,64,0,6,406,3454
O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,Psygnosis,70000,50000,0,95,1,14,378,5252
Mad Maestro!,PS2,2001,Misc,Eidos Interactive,30000,20000,0,93,3,15,130,4136
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,870000,50000,20000,96,8,27,474,7861
Barbie: Groom and Glam Pups,DS,2010,Action,THQ,250000,140000,0,43,0,4,442,507
Evil Dead: Hail to the King,PS,2000,Adventure,THQ,150000,100000,0,62,1,14,442,2149
Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,270000,30000,170000,52,11,25,329,2431
Major League Baseball 2K12,DS,2012,Sports,Take-Two Interactive,70000,0,0,67,10,4,448,4196
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1060000,260000,530000,81,7,4,422,3770
Ms. Pac-Man Maze Madness,PS,2000,Puzzle,Namco Bandai Games,250000,170000,0,65,5,14,317,4730
Pocket Fighter,PS,1997,Fighting,Virgin Interactive,60000,40000,120000,92,2,14,489,5577
Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997,Shooter,Namco Bandai Games,0,0,100000,58,8,20,317,1112
Empire Earth III,PC,2007,Strategy,Vivendi Games,0,30000,0,61,11,13,492,2104
Dynasty Warriors DS: Fighter's Battle,DS,2007,Action,Tecmo Koei,40000,0,30000,98,0,4,452,2018
Touch Mechanic,DS,2008,Simulation,Nintendo,80000,0,0,66,9,4,329,7955
Marvel Nemesis: Rise of the Imperfects,XB,2005,Fighting,Electronic Arts,210000,60000,0,76,2,28,131,4278
Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,10000,790000,0,46,8,13,21,952
NHL FaceOff 99,PS,1997,Sports,989 Studios,240000,160000,0,82,10,14,10,5016
S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0,0,40000,41,1,18,215,6216
Mercury Meltdown,PSP,2006,Action,Atari,50000,0,0,63,0,18,51,4429
Madden NFL 06,PS2,2005,Sports,Electronic Arts,3980000,260000,10000,90,10,15,131,4141
Space Griffon VF-9,PS,1995,Role-Playing,Panther Software,20000,20000,120000,82,7,14,355,6811
Panzer Dragoon,SAT,1995,Shooter,Sega,0,0,370000,94,8,20,406,5404
Safari Adventures: Africa,DS,2008,Adventure,Neko Entertainment,30000,0,0,64,1,4,321,6272
Riviera: The Promised Land,GBA,2004,Role-Playing,Sting,70000,30000,0,42,7,6,427,6078
FIFA 15,PSV,2014,Sports,Electronic Arts,80000,350000,50000,76,10,19,131,2217
Frequency,PS2,2001,Misc,Sony Computer Entertainment,90000,70000,0,94,3,15,414,2525
Charlie and the Chocolate Factory,GC,2005,Adventure,Global Star,140000,40000,0,48,1,7,187,1075
Grandia II,DC,2000,Role-Playing,Ubisoft,0,0,200000,86,7,3,474,2828
Adidas Power Soccer,PS,1996,Sports,Psygnosis,20000,10000,0,82,10,14,378,127
The First Templar,PC,2011,Action,Kalypso Media,60000,10000,0,41,0,13,247,7494
Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,70000,10000,0,93,0,25,172,1180
Spider-Man: Edge of Time,PS3,2011,Action,Activision,130000,70000,0,64,0,16,21,6840
Coded Arms,PSP,2005,Shooter,Konami Digital Entertainment,280000,290000,0,42,8,18,254,1185
Happy Feet,Wii,2006,Action,Midway Games,120000,0,0,54,0,25,298,2992
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001,Fighting,Capcom,0,0,50000,92,2,3,82,975
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,Gust,0,0,100000,49,1,19,196,1129
Saru! Get You! Million Monkeys,PS2,2010,Platform,Unknown,0,0,120000,69,4,15,478,6344
Zettai Onkan Otoda Master,DS,2007,Role-Playing,Hudson Soft,0,0,70000,90,7,4,210,8725
LEGO Harry Potter: Years 5-7,Wii,2001,Action,Warner Bros. Interactive Entertainment,690000,420000,0,40,0,25,495,3887
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010,Role-Playing,Marvelous Interactive,0,0,60000,42,7,4,277,3670
Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,140000,40000,0,50,10,28,131,3007
Puyo Pop Fever(us sales),DS,2004,Puzzle,Ignition Entertainment,30000,0,0,53,5,4,217,5798
Fantastic Voyage,2600,1981,Action,20th Century Fox Video Games,320000,20000,0,67,0,0,2,2304
Mario Golf,N64,1999,Action,Nintendo,620000,180000,650000,76,0,10,329,4238
Bomberman Land Touch!,DS,2006,Puzzle,Rising Star Games,40000,0,40000,70,5,4,391,760
World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1920000,450000,640000,61,10,11,317,8488
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0,0,230000,78,0,16,452,2026
America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,190000,50000,0,61,8,28,474,245
Hakuoki: Demon of the Fleeting Blossom,PSP,2009,Adventure,Idea Factory,80000,0,0,76,1,18,215,2937
Defendin' De Penguin,Wii,2008,Strategy,Zushi Games,50000,0,0,52,11,25,511,1531
Star Gladiator Episode: I Final Crusade,PS,1996,Fighting,Virgin Interactive,70000,50000,150000,58,2,14,489,6910
RoadKill,GC,2003,Action,Midway Games,20000,10000,0,63,0,7,298,6089
Syphon Filter: Logan's Shadow,PS2,2010,Shooter,Sony Computer Entertainment,30000,20000,0,72,8,15,414,7241
Super Monkey Ball Adventure,GC,2006,Platform,Sega,120000,30000,0,51,4,7,406,7143
BioShock 2,PC,2013,Shooter,Take-Two Interactive,20000,190000,0,69,8,13,448,656
Chou Jigen Game Neptune Mk-II,PS3,2011,Role-Playing,Compile Heart,0,0,90000,77,7,16,93,1107
Pro Yaky? Spirits 2014,PS3,2014,Sports,Konami Digital Entertainment,0,0,140000,47,10,16,254,5742
Generator Rex: Agent of Providence,Wii,2011,Action,Activision,60000,10000,0,51,0,25,21,2681
Baja: Edge of Control,PS3,2008,Racing,THQ,100000,80000,0,63,6,16,442,468
Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,110000,90000,0,95,8,13,448,6823
Princess Debut,DS,2008,Misc,Cave,100000,0,0,89,3,4,83,5708
Imagine: Reporter,DS,2010,Simulation,Ubisoft,80000,10000,0,63,9,4,474,3292
East India Company,PC,2009,Strategy,Paradox Interactive,10000,0,0,74,11,13,359,2068
Smart Boy's Gameroom,DS,2007,Misc,505 Games,120000,0,0,58,3,4,6,6700
Billy Hatcher and the Giant Egg,GC,2003,Platform,Sega,190000,50000,0,88,4,7,406,649
Sega Soccer Slam,GC,2002,Sports,Sega,50000,10000,0,100,10,7,406,6405
Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2570000,1570000,440000,43,6,14,414,1287
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games,0,0,30000,87,0,16,317,7530
Blood Drive,X360,2010,Racing,Activision,90000,10000,0,80,6,27,21,720
My Amusement Park,DS,2010,Misc,Scholastic Inc.,50000,0,0,41,3,4,403,4755
Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,Takara Tomy,0,0,40000,74,0,4,447,5075
MLB 15: The Show,PS3,2015,Sports,Sony Computer Entertainment,310000,10000,0,85,10,16,414,4088
MotoGP,XB,2002,Racing,THQ,70000,20000,0,99,6,28,442,4689
Resident Evil 2,GC,2003,Action,Capcom,40000,10000,0,51,0,7,82,6000
Half-Life 2,XB,2005,Shooter,Electronic Arts,370000,210000,0,100,8,28,131,2951
NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,60000,40000,10000,43,8,16,254,5144
Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,300000,520000,120000,66,2,17,317,1871
Ant Nation,DS,2009,Simulation,Konami Digital Entertainment,60000,10000,0,75,9,4,254,286
Sugoi Hebereke,SNES,1994,Fighting,Sunsoft,0,0,20000,90,2,22,432,7057
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006,Role-Playing,Marvelous Interactive,0,0,20000,78,7,6,277,4187
Leisure Suit Larry: Magna Cum Laude,PS2,2004,Adventure,Vivendi Games,170000,130000,0,81,1,15,492,3946
Sega Soccer Slam,XB,2002,Sports,Sega,40000,10000,0,87,10,28,406,6405
NCAA Football 07,PSP,2006,Sports,Electronic Arts,340000,0,0,97,10,18,131,4922
Monopoly Streets,PS3,2010,Misc,Electronic Arts,160000,170000,0,82,3,16,131,4605
Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,90000,80000,0,40,7,13,240,317
Batman: Vengeance,PS2,2001,Adventure,Ubisoft,270000,210000,0,72,1,15,474,542
SimAnimals,Wii,2009,Simulation,Electronic Arts,140000,130000,0,81,9,25,131,6614
Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive,20000,10000,0,83,7,28,499,4434
Ford Racing,PS,2001,Racing,Empire Interactive,480000,330000,0,53,6,14,134,2482
Dig Dug,2600,1982,Puzzle,Atari,1520000,100000,0,97,5,0,51,1615
Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008,Action,Marvelous Interactive,0,0,10000,88,0,25,277,3679
Peppa Pig: Fun and Games,DS,2010,Misc,Ubisoft,0,570000,0,57,3,4,474,5449
WWE SmackDown vs. RAW 2007,PSP,2006,Fighting,THQ,330000,200000,0,81,2,18,442,8283
Crash 'N' Burn,XB,2004,Racing,Eidos Interactive,70000,20000,0,96,6,28,130,1278
Oil Rush,PC,2012,Strategy,Iceberg Interactive,0,20000,0,91,11,13,214,5269
Cosmic Family,Wii,2007,Misc,Ubisoft,70000,0,0,56,3,25,474,1265
Quiz! Hexagon II,DS,2010,Misc,Namco Bandai Games,0,0,60000,87,3,4,317,5832
Valentino Rossi: The Game,PC,2016,Racing,Namco Bandai Games,0,10000,0,90,6,13,317,8173
Dragon Quest X,WiiU,2013,Role-Playing,Square Enix,0,0,410000,82,7,26,422,1895
Half-Life,PS2,2001,Shooter,Vivendi Games,290000,230000,0,45,8,15,492,2950
Ice Climber,NES,1985,Platform,Nintendo,460000,100000,920000,96,4,11,329,3259
Teenage Mutant Ninja Turtles: Tournament Fighters,NES,1992,Fighting,Konami Digital Entertainment,40000,10000,20000,54,2,11,254,7366
