description,country,variety
Hickory and other wood-based aromas and flavors dominate this Amarone-style blend. Amid all the smokiness there's cola and vanilla aromas and thick heavy meaty flavors of baked black fruits offset by toast spice and chocolate. A sweet-tasting jammy feeling finish closes the show.,Argentina,Red Blend
Big smoky dark-berry aromas come with no small amount of graphite pencil eraser and baked notes. This feels chewy and earthy while roasted flavors of smoked meats blackberry and molasses finish jammy with brown sugar accents.,Argentina,Malbec
Thick and concentrated aromas feature barrel-driven toast lemon peel and savory berry. It's rather flat sweet and jammy in the mouth with buttery berry fruit and then a sugary candy flavor. Very sweet and soft on the finish; needs more edge spine acidity and clarity to rank higher.,Argentina,Malbec
A fruity jammy style of Cab with thick berry aromas resting in front of a full-bodied chewy palate with forward red berry and chocolate flavors. This is smooth not complex and easygoing proof that Argentina is not only about Malbec.,Argentina,Cabernet Sauvignon
Shiny pink in color with youthful crisp aromas of cherry and watermelon. Zesty and fresh on the tongue with spunky cherry and raspberry flavors that finish with natural sweetness. Candied to an extent but mostly it's fresh and balanced.,Argentina,Rosé
Orange blossom nectarine and almond skin aromas are true to the grape and inviting. The palate maintains a light juicy citric feel as it delivers flavors of melon apple and banana. Fresh and forward with a hint of heat and bitterness to the finish.,Argentina,Torrontés
Earthy roasted and condensed on the nose with a compact structured palate housing tight plum and cherry flavors. Shows freshness lift and a good step with a juicy finish and racy acids.,Argentina,Cabernet Sauvignon
Earthy murky aromas of cherry and plum lack freshness and brightness. This wine is jammy and a bit clumsy on the palate with saucy savory berry and plum flavors. An herbal jammy-tasting finish leaves you wanting more.,Argentina,Malbec
Medicinal cherry and plum aromas set up a palate with clipped hard tannins. Forced flavors of oak and carob are more obvious than the wine's plum and cassis notes. Oak dominates the creamy charred finish.,Argentina,Malbec
Earthy berry aromas come with woodspice notes. This is raw and acidic on the palate and overall it feels prickly and a bit disjointed. Saucy plum flavors are salty while the punch of red-fruit acidity propels a tangy finish.,Argentina,Malbec
Flowery tropical aromas are pure Torrontés although this one turns to applesauce the longer it breathes. A healthy-feeling but generic palate deals flavors of Thompson seedless white grapes and honeydew. It has a fresh but faint finish.,Argentina,Torrontés
Plum and berry aromas include notes of lemon and shaved roots. This is a funky Cabernet with choppy tannins that create an abrasive mouthfeel. Salty berry tomato and oak flavors finish woody.,Argentina,Cabernet Sauvignon
Mild white-fruit aromas are nonspecific but clean. This blend of Chenin Blanc and Chardonnay has a simple citrusy palate feel and briny nectarine flavors. A briny flavor quality remains on the finish.,Argentina,Chenin Blanc-Chardonnay
The color is deep purple the nose dense alluring and hinting at mint shoe polish violet and blackberry. Flavors are pure modestly oaky and deep in terms of wild berry coffee and chocolate.,Argentina,Bonarda
Aromas of hot pepper flakes Chinese mustard leather and red plum are all over the map. The palate is a bit tart and tangy for Malbec with mid-level berry flavors and a shot of tartness. Not overly ripe or happy but with touches of quality.,Argentina,Malbec
Rather bland and done up with butterscotch and cream. And while those aromas indicate heft and richness the wine is sort of flat and soft with mealy apple and creamy fruit flavors. And then it finishes pithy and bitter. Not much definition or design. Expensive for what you get.,Argentina,Chardonnay
Applesauce and fruit salad are rather strange unconvincing aromas for Merlot and the palate of plum and wild berry is big broad and lunky. Jammy on the back end with herbal berry flavors on the finish. Acceptable red wine but nothing special.,Argentina,Merlot
Smoky black-fruit aromas come with oaky influences of lemon rind leather and black pepper along with minerality. A ripe dense palate offers blackened flavors of plum and cassis while a long peppery herbal and spicy finish is staunch but lush and oaky enough to give off rooty lemony afternotes. Drink through 2021.,Argentina,Malbec
Smoky blackberry aromas introduce a blocky ripe chewy palate with full-force weight extraction and tannins. Bold flavors of baking spices clove blackberry and plum end with chocolaty notes. This is a ripe globular wine with definition and clarity to go with powerful ripe flavors. Drink through 2024.,Argentina,Cabernet Sauvignon
Intense focused and also quite floral on the nose this blend of Malbec Cab Sauvignon and the Italian variety Ancellotta is all about the fruit. Flavors of fig blackberry and cassis ride nicely on a smooth chewy palate. On the finish this is layered deep in feel and toasty in flavor. Drink this impressive full-bodied blend now through 2018.,Argentina,Red Blend
Oily and tropical on the nose with pungency and clarity. The palate is full layered plump and loaded with lychee honeydew and green herb flavors. Provides good feel and just enough acidity to make for a long ending.,Argentina,Torrontés
Simple aromas of fruit and wheat are touched up by toasted oak. Lemon citrus and pear flavors vie for attention here but nothing really stands out. It finishes on the spicy side but with a sweetness that seems to come from residual sugar.,Argentina,Chardonnay
The better side of the nose takes time to reveal itself. At first it's all apple cider peanuts and popcorn but then fresh apples and spice appear. In the mouth it's a little chewy with more of that dominant apple character. A serviceable drinkable wine but nothing special.,Argentina,Chardonnay
Given this Chandon-owned winery's success with Malbec you might hope for more here. But this fading Chardonnay doesn't have much going for it. It's flat with pleasant clove-like aromas and cider-like flavors. It also finishes flat indicating a short lifespan ahead of it.,Argentina,Chardonnay
Licorice raisin and ripe loamy black-fruit aromas open this blend that's heavy on Cabernet Sauvignon and Malbec. Slightly jammy and flat in feel this tastes ripe and soft with lightly herbal blue-fruit flavors. A smooth jammy finish indicates that this is ready to drink.,Argentina,Red Blend
Floral grapy aromas are exotic and herbal. High acidity creates energy but also a shearing sense. Currant red plum and spice flavors end with a blast of blazing acidity and notes of baking spices cocoa and herbs.,Argentina,Malbec-Cabernet Franc
Lychee and a note of fresh green veggies define the nose on this well-made Torrontés from Salta. A lemony palate is snappy but also oily which is common for this grape type. Salty nectarine and lychee flavors hold steady on a developed finish.,Argentina,Torrontés
Oaky aromas of mocha and spice blend with racier scents of tomato and red plum. This Malbec feels full in body but sinewy and tough. Flavors of spiced tomato herbs and salty berry fruits are savory. It finishes with toasty peppery flavors and choppy tannins.,Argentina,Malbec
This Cab is earthy and mossy smelling with tomato herb coconut and raspberry aromas. It's tannic on the palate with oaky tasting cassis herb and tobacco flavors. With a lot of body and power this is a very good wine that suffers only from narrow hard tannins.,Argentina,Cabernet Sauvignon
A lot of raisin and licorice on the nose hint at overripeness but there's also a fair amount of minty green. The palate feel is wide and chunky but soft with prune and baked berry flavors. Raisin chocolate and coffee are present on the jammy finish.,Argentina,Syrah
Sweet and properly ripe with just a touch of medicinal mint on the nose. The palate is concentrated and clean with solid blackberry and plum flavors. Mellow and relatively smooth on the finish. Perfectly appropriate for everyday consumption; 50% Malbec and 50% Cab Sauvignon.,Argentina,Malbec-Cabernet Sauvignon
