description,country,variety
A hint of honeysuckle perfume lends flair to this dry easy-quaffing Riesling. It's fairly straightforward on the palate with fresh apple and lemon flavors but brisk and bright with pineapple acidity and a swathe of fresh herbs on the finish.,Germany,Riesling
Hints of caramelized sugar and saffron lend a spicy touch to fresh apple and lemon in this off-dry Riesling. Spine tingling acidity freshens the midpalate leading a vibrantly refreshing lemon-lime finish.,Germany,Riesling
Honeycomb and saffron lend an earthen sheen to this intensely tropical Riesling full of sweet-tart tangerine pineapple and melon flavors. It's juicy and buoyantly fruity yet also complex balanced by bristling acidity and a lingering tea-note astringency.,Germany,Riesling
In contrast to a nose that's more mineral than fruit the intensity of this wine's voluptuous nectarine and yellow peach flavors surprise. It's dry in style but with a succulent fruitiness that clings delectably to the palate. Finishes long and lean with a tang of steely minerality. Drink now through 2019.,Germany,Riesling
Fresh apricot melon and grapefruit abound from nose to finish in this brisk yet delectably fruity Riesling. It's dry and lithe in body yet penetrating and juicy. Zesty lime acidity lingers brightly on the finish.,Germany,Riesling
Zesty lime and green melon notes resonate throughout this ethereally light but scintillating dry Riesling. Dusty mineral and pollen notes lend an earthen dimension to crisp green plum and herb on the palate. It's spine tingling and revitalizing yet lingers persistently on the finish.,Germany,Riesling
Pristinely ripe black cherry and blackberry flavors abound in this sweet slightly syrupy red wine. It's plush and easy on the palate held upright by sweet-tart cranberry acidity and the softest of tannins. It's an approachable easy wine to enjoy now.,Germany,Dornfelder
Deeply earthy and savory tones juxtapose sunny peach and apricot in this feather-light off-dry wine. Brisk texture and spine tingling acidity are thirst quenching and fresh. Drink now.,Germany,Riesling
Whiffs of white peach and yellow cherry intensify on the palate of this punchy concentrated dry Riesling. It's buoyantly juicy and fruity full of fresh stone fruit and citrus flavors. Vibrant acidity and deep veins of crushed slate lend refreshment to a long finish. It's an exceptionally balanced wine at a bargain price.,Germany,Riesling
Dusty saffron earth and bitter minerals lend a savory tone to this otherwise appley lime-inflected dry Riesling. It's crisp and sheer on the palate but the finish is bold with a steely cool resonance. Drink now through 2019.,Germany,Riesling
Soft and relatively open in style with captivating aromas of wet mossy stones and ripe melon and hints of pear and lychee on the palate. Very approachable now for a young Prüm.,Germany,Riesling
Layers of wet stones and smoke pervade this dry deeply mineral wine. It's full in body yet gossamer in mouthfeel and marked by searing lemon-lime acidity. Tightly wound still it's a structured complex wine likely to improve after 2018.,Germany,Riesling
Savory caramelized toast and nut tones accentuate zippy apple and lemon flavors in this flirty Prosecco-style Riesling. Ripe and forward it's softer and easier in its approach than traditional Riesling Sekt. Enjoy through 2020.,Germany,Sparkling Blend
A whiff of spice amidst freshly pressed apples and pears gives this bright easy going Kabinett an autumnal feel. A swirl of honey enriches the midpalate finishing with lemon-tea sweetness. Begin drinking now.,Germany,Riesling
Flirty and floral this sunny off-dry Pinot Noir rosé (blended with a touch of Dornfelder) offers forward fruitiness in an elegant frame. With a kiss of strawberry and cherry flavors it's an accessible yet satisfying quaffer.,Germany,Rosé
Stony and mineral on the nose this brut-style sparkling Riesling revitalizes the palate with a fine persistent perlage. Flavors of tart green apple lemon and pear are zesty and spry. It's a straightforward but four-square sparkler at a value price.,Germany,Riesling
Whimsically feline packaging aside this fruity and forward Pinot Grigio does a good job balancing bright luscious stone fruit against refreshing lemon-lime acidity. It's an easygoing widely appealing dry white at a bargain price. Drink now.,Germany,Pinot Grigio
Touches of autumn leaves and dried herbs lend a savory feel to this dry and tightly composed Riesling. Bracing acidity and savory apple and pear flavors mark the palate.,Germany,Riesling
Are the '09 auslesen from Manfred Prüm just in a dull phase? This wine still impresses for its scents of crushed stone and latent power but the peach melon and citrus notes fall a little short of expectations for this venerated estate. Give it 10 years or more to come around.,Germany,Riesling
Decadent white floral tones persist throughout this dry gorgeously perfumed Riesling. Concentrated white peach and apricot flavors feel plush and concentrated on the palate but zesty acidity adds a vivacious kick. Drink now through 2017.,Germany,Riesling
Whiffs of sweet pastry and sun-kissed nectarines lend richness to this zesty off-dry Riesling. Sweet and tart it's lip smackingly juicy finishing on a deliciously astringent lemon pith note. Drink now through 2017.,Germany,Riesling
Nuances of bramble and grain lend earthy complexity to this otherwise deeply fruity Riesling. Lemon-lime acidity pierces the midpalate cutting through layers of ripe yellow-cherry and even berry flavors. The finish is lip smackingly sweet. Drink now.,Germany,Riesling
The mineralschiefer designation attests to the intensely slatey mineral sheen that juxtaposes ripe yellow peach and tangerine flavors in this bristling dry Riesling. Kissed by honeysuckle it's effortlessly elegant yet deeply satisfying sip after sip.,Germany,Riesling
This perfumed blossomy wine balances rich ripe yellow cherry and tangerine sweetness against a straight-edged frame of acidity. It's forward and easy but delicately nuanced kissed by hints of almond and spice. The finish is moderately long and lip-smacking. Drink now.,Germany,Riesling
There's so much body and ripeness in this bold dry-style Riesling it's admittedly blousy but irresistibly so. Voluptuous and alcoholic on the palate it shows intensely concentrated peach and cantaloupe flavors as well as a sensual almost oily mineral richness. It may not age for decades but offers plenty of hedonistic enjoyment through 2021.,Germany,Riesling
Pristine orange blossom and tangerine hints turn riper and richer on the palate in this delicately honeyed Riesling. It's lively and deft in mouthfeel with sweet yellow cherry and peach flavors that dart on the midpalate. A sun-filled yet gorgeously balanced wine it's calibrated by scintillating acidity and a mineral sheen on the finish.,Germany,Riesling
A whiff of smoked nuts lends savory complexity to bright tangerine pineapple and white floral aromas in this gorgeously steel-toned wine. Dry and minera yet silken in texture it hits the palate with staccato notes of crunchy stone fruit lemon and lime. It's bracing and brisk now but should meld beautifully over the next decade.,Germany,Riesling
A shower of crushed minerals lends transparency to this fleshy dry Riesling. It's bold in body and alcohol heaving lusciously with ripe tangerine peach and nectarine flavors but zesty acidity adds levity. The finish is warm and smoky but long and languorous.,Germany,Riesling
Whiffs of turmeric and saffron lend exotic flair to this bracing lemon-lime Riesling. Off-dry in style it's refreshing and quaffable yet remarkably complex if you'll give it the time and attention it deserves. Drink now through 2020.,Germany,Riesling
Plump sweet and creamy in texture with apple and citrus flavors that offer simple straightforward pleasure. Good quality impressive for the 50000 cases produced.,Germany,Riesling
One of the few examples of wine made from roter or red Riesling this slightly salmon-hued bottling showcases the variety's characteristically berried perfume. It's taut with acidity yet satisfyingly full in body offering generous layers of sour-plum berry and red-apple flavors. The finish is tinged by a lingering hint of caramel.,Germany,Riesling
