Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Critic_Score,Generos,Plataformas,Empresa,Titulos
2007,0,20000,0,93,11,13,296,158
2015,0,20000,0,68,10,16,67,2978
2003,0,0,270000,58,3,7,329,5588
2010,110000,0,0,83,8,25,6,2841
1981,550000,30000,0,76,0,0,90,6713
2009,30000,0,0,54,8,18,105,4467
2009,230000,240000,0,63,10,15,131,2226
2005,20000,0,0,89,8,4,254,1874
2001,310000,240000,0,94,10,15,131,2229
2010,1280000,1040000,70000,53,8,16,131,4337
2009,110000,130000,330000,54,11,25,329,5156
2007,30000,190000,100000,92,11,18,254,8680
2011,80000,20000,0,55,3,27,448,5172
2008,0,0,20000,100,9,4,406,8695
2009,0,0,130000,70,1,15,138,241
2011,1470000,390000,0,88,3,27,474,3590
2010,40000,40000,10000,47,7,27,240,317
2001,1190000,1150000,40000,67,2,15,442,8297
2012,0,0,30000,79,1,19,84,3871
2006,10000,10000,0,84,9,13,131,7681
2013,100000,80000,0,40,11,17,21,268
1996,0,0,170000,82,2,22,329,7011
2009,420000,0,0,96,1,25,21,8768
1994,20000,0,0,84,2,13,17,4663
2009,70000,30000,0,88,9,4,474,1465
2011,210000,160000,10000,58,8,16,495,2192
1998,30000,20000,0,88,0,14,433,7814
1998,1130000,2070000,0,66,0,14,448,2818
1995,0,0,140000,57,7,14,414,8460
2008,0,0,30000,80,3,15,198,5391
2004,20000,10000,0,87,7,6,116,479
2010,0,0,30000,67,1,18,215,6728
2010,120000,10000,0,54,10,25,68,5163
2005,330000,120000,0,82,0,6,474,3840
2010,210000,20000,0,84,6,16,21,4635
2005,1090000,280000,0,94,0,7,130,3905
2003,0,0,430000,100,4,6,329,1545
2010,120000,0,0,76,9,4,464,4039
1991,1060000,380000,150000,83,8,22,329,7188
2009,20000,0,0,80,11,4,115,2529
2010,40000,120000,0,98,1,4,49,2127
2008,0,20000,0,91,6,4,335,4687
1998,150000,100000,0,96,7,14,96,3402
1981,990000,50000,0,80,8,0,222,1264
2009,0,0,20000,58,1,18,30,3116
2000,0,0,70000,90,2,3,398,7573
2016,0,0,10000,90,0,19,385,2143
2007,250000,120000,0,59,8,18,414,7241
2011,160000,450000,0,75,0,13,131,1333
2005,220000,80000,0,66,0,6,442,32
2001,260000,200000,0,51,8,15,317,7800
2005,130000,20000,0,81,10,27,448,255
2015,0,0,30000,78,7,16,82,1908
2006,0,0,150000,46,10,4,254,5668
2006,0,0,20000,44,0,15,317,8098
2008,100000,0,0,84,1,4,478,4803
2008,50000,80000,0,56,6,18,501,2485
2009,100000,0,0,40,6,4,509,8614
2013,10000,0,0,97,0,2,21,7356
2005,90000,0,0,66,4,4,442,7304
2008,0,340000,0,41,11,13,406,4357
2010,320000,50000,0,91,10,27,21,5889
2005,310000,0,0,49,0,4,442,6867
2002,390000,20000,850000,84,7,6,82,4374
2011,50000,50000,0,99,5,4,279,2677
2010,10000,0,0,45,9,13,25,6057
2003,140000,110000,0,81,10,15,17,7073
2002,110000,90000,0,59,10,15,96,8382
2012,60000,30000,0,52,8,27,254,5144
2008,240000,230000,0,82,3,4,474,3952
1999,0,0,1060000,83,10,14,13,1557
1996,80000,50000,0,54,10,14,254,778
2012,180000,120000,60000,43,0,16,82,403
2007,540000,390000,0,93,0,27,131,7673
1995,160000,110000,0,77,10,14,254,4869
2007,7970000,2810000,130000,64,8,27,296,2954
2014,40000,10000,0,92,0,26,21,7983
2010,1290000,1210000,60000,76,1,16,414,3071
2006,0,30000,0,94,9,13,474,1445
2008,200000,20000,0,40,3,25,131,766
2005,40000,10000,0,53,10,28,131,6186
2016,0,30000,0,46,3,16,465,564
2007,270000,80000,0,54,0,18,495,46
2003,0,0,320000,46,2,15,317,2545
2014,0,0,50000,69,0,19,158,7821
2005,0,0,70000,62,11,7,317,6239
1994,1190000,160000,0,54,10,22,17,4875
2012,0,0,30000,43,1,16,93,7957
2007,900000,540000,40000,64,9,25,131,4788
2011,690000,160000,0,97,3,4,442,4614
2014,20000,10000,60000,58,7,19,215,4206
2009,0,0,260000,91,9,4,254,4036
2008,470000,550000,4130000,63,7,18,82,4623
2010,10000,0,0,66,0,4,428,4600
2001,60000,50000,0,75,0,15,4,355
2015,220000,130000,120000,59,4,26,329,3796
2014,20000,20000,0,47,8,27,317,2110
2003,850000,230000,0,47,8,28,296,1269
2007,50000,40000,20000,86,7,15,427,1744
2009,310000,0,30000,74,1,4,84,73
2006,60000,50000,0,76,10,15,448,7937
2010,0,80000,0,94,3,27,115,7752
2001,940000,620000,100000,82,0,5,131,3006
2008,360000,0,0,52,3,4,21,1423
1995,0,0,130000,43,7,22,136,4808
2010,20000,0,0,49,1,25,117,5709
2015,80000,40000,0,46,0,29,82,1734
2010,0,150000,0,65,10,16,88,3337
2005,200000,80000,0,52,0,6,21,2300
2010,0,0,40000,55,1,18,245,1369
2013,730000,920000,30000,61,6,17,131,5115
2005,40000,10000,0,85,3,7,23,8500
2009,0,0,40000,80,11,16,36,7346
2006,380000,10000,0,47,9,4,474,3173
2002,450000,240000,0,56,0,28,131,7624
2007,670000,0,0,94,10,27,420,4198
2003,130000,40000,0,90,3,28,296,2160
2002,200000,160000,0,85,8,15,477,724
2001,0,0,60000,92,9,27,317,4550
1998,630000,430000,0,61,3,14,414,3432
2004,1240000,450000,0,63,8,28,21,6948
2005,0,0,10000,44,0,27,452,6521
1995,0,0,80000,61,11,20,406,2595
2005,40000,10000,0,48,10,7,131,2237
1997,450000,300000,0,77,6,14,131,4685
2011,90000,10000,0,52,3,27,6,239
2003,220000,170000,0,94,0,15,131,6821
2011,120000,0,0,98,8,25,21,7930
2014,510000,370000,0,62,0,27,495,3887
2008,70000,0,0,68,8,16,21,7520
2005,300000,110000,0,79,3,6,254,8668
2008,230000,70000,0,77,8,16,21,2111
2002,80000,60000,0,47,4,15,226,8709
2012,110000,30000,0,45,0,10,478,8257
2010,500000,160000,580000,87,7,4,329,5601
2011,20000,0,0,71,5,13,373,2128
2005,80000,60000,0,97,3,15,298,4503
2009,350000,120000,0,71,5,4,474,13
2010,0,0,20000,69,1,18,478,7338
1997,0,0,130000,89,11,20,406,6533
2009,110000,0,0,43,10,4,51,450
2014,60000,10000,0,61,2,27,53,5455
2011,390000,390000,0,99,0,16,21,6680
2006,280000,30000,0,54,8,27,492,2190
2002,190000,70000,0,65,4,6,442,3099
2012,0,0,90000,74,7,19,196,421
2014,40000,20000,0,48,0,29,452,2016
2010,60000,0,0,49,0,13,121,7257
2011,80000,0,0,72,1,4,174,5527
2010,40000,0,0,55,5,4,154,1035
2006,420000,20000,0,83,10,15,131,4984
2002,250000,200000,0,92,6,15,297,2929
2008,110000,1330000,400000,86,10,16,254,5358
2008,2100000,1010000,10000,51,3,4,21,2892
2010,200000,110000,40000,69,0,25,391,5222
2004,1000000,720000,0,78,7,15,21,8568
2006,50000,40000,0,76,3,15,414,3431
1997,3790000,270000,0,95,0,14,202,2530
2002,60000,20000,0,81,6,7,58,1951
2015,110000,200000,0,61,9,16,252,2325
2006,40000,0,0,78,6,18,21,4107
2007,0,0,10000,69,2,15,399,2340
2012,0,0,50000,79,8,16,82,2031
2008,60000,0,0,83,5,18,134,5538
2016,0,40000,50000,51,0,2,6,7402
2009,0,0,50000,44,7,4,14,1541
2015,100000,200000,0,71,9,17,252,2325
2006,90000,20000,0,75,11,18,254,8679
2013,0,10000,0,43,10,27,104,8055
2010,0,0,20000,56,3,4,254,6564
2003,1590000,1050000,40000,53,0,6,442,2424
2011,0,0,140000,69,0,16,452,6424
2001,50000,40000,170000,43,8,15,130,4545
2008,0,0,10000,93,1,4,317,1969
2005,70000,0,0,46,3,4,6,8483
1998,170000,120000,0,74,3,14,17,6802
2015,50000,0,0,52,10,16,21,7913
2014,200000,210000,0,84,0,27,495,3906
2008,1560000,140000,0,49,10,16,131,4144
2009,50000,0,0,95,3,4,38,6129
2016,0,0,50000,44,1,2,200,22
2007,70000,0,50000,56,7,4,61,7082
2003,20000,10000,0,64,0,6,406,3454
1997,70000,50000,0,95,1,14,378,5252
2001,30000,20000,0,93,3,15,130,4136
2007,870000,50000,20000,96,8,27,474,7861
2010,250000,140000,0,43,0,4,442,507
2000,150000,100000,0,62,1,14,442,2149
2007,270000,30000,170000,52,11,25,329,2431
2012,70000,0,0,67,10,4,448,4196
2009,1060000,260000,530000,81,7,4,422,3770
2000,250000,170000,0,65,5,14,317,4730
1997,60000,40000,120000,92,2,14,489,5577
1997,0,0,100000,58,8,20,317,1112
2007,0,30000,0,61,11,13,492,2104
2007,40000,0,30000,98,0,4,452,2018
2008,80000,0,0,66,9,4,329,7955
2005,210000,60000,0,76,2,28,131,4278
2009,10000,790000,0,46,8,13,21,952
1997,240000,160000,0,82,10,14,10,5016
2011,0,0,40000,41,1,18,215,6216
2006,50000,0,0,63,0,18,51,4429
2005,3980000,260000,10000,90,10,15,131,4141
1995,20000,20000,120000,82,7,14,355,6811
1995,0,0,370000,94,8,20,406,5404
2008,30000,0,0,64,1,4,321,6272
2004,70000,30000,0,42,7,6,427,6078
2014,80000,350000,50000,76,10,19,131,2217
2001,90000,70000,0,94,3,15,414,2525
2005,140000,40000,0,48,1,7,187,1075
2000,0,0,200000,86,7,3,474,2828
1996,20000,10000,0,82,10,14,378,127
2011,60000,10000,0,41,0,13,247,7494
2007,70000,10000,0,93,0,25,172,1180
2011,130000,70000,0,64,0,16,21,6840
2005,280000,290000,0,42,8,18,254,1185
2006,120000,0,0,54,0,25,298,2992
2001,0,0,50000,92,2,3,82,975
2012,0,0,100000,49,1,19,196,1129
2010,0,0,120000,69,4,15,478,6344
2007,0,0,70000,90,7,4,210,8725
2001,690000,420000,0,40,0,25,495,3887
2010,0,0,60000,42,7,4,277,3670
2003,140000,40000,0,50,10,28,131,3007
2004,30000,0,0,53,5,4,217,5798
1981,320000,20000,0,67,0,0,2,2304
1999,620000,180000,650000,76,0,10,329,4238
2006,40000,0,40000,70,5,4,391,760
1986,1920000,450000,640000,61,10,11,317,8488
2013,0,0,230000,78,0,16,452,2026
2005,190000,50000,0,61,8,28,474,245
2009,80000,0,0,76,1,18,215,2937
2008,50000,0,0,52,11,25,511,1531
1996,70000,50000,150000,58,2,14,489,6910
2003,20000,10000,0,63,0,7,298,6089
2010,30000,20000,0,72,8,15,414,7241
2006,120000,30000,0,51,4,7,406,7143
2013,20000,190000,0,69,8,13,448,656
2011,0,0,90000,77,7,16,93,1107
2014,0,0,140000,47,10,16,254,5742
2011,60000,10000,0,51,0,25,21,2681
2008,100000,80000,0,63,6,16,442,468
2012,110000,90000,0,95,8,13,448,6823
2008,100000,0,0,89,3,4,83,5708
2010,80000,10000,0,63,9,4,474,3292
2009,10000,0,0,74,11,13,359,2068
2007,120000,0,0,58,3,4,6,6700
2003,190000,50000,0,88,4,7,406,649
2002,50000,10000,0,100,10,7,406,6405
1999,2570000,1570000,440000,43,6,14,414,1287
2012,0,0,30000,87,0,16,317,7530
2010,90000,10000,0,80,6,27,21,720
2010,50000,0,0,41,3,4,403,4755
2009,0,0,40000,74,0,4,447,5075
2015,310000,10000,0,85,10,16,414,4088
2002,70000,20000,0,99,6,28,442,4689
2003,40000,10000,0,51,0,7,82,6000
2005,370000,210000,0,100,8,28,131,2951
2012,60000,40000,10000,43,8,16,254,5144
2015,300000,520000,120000,66,2,17,317,1871
2009,60000,10000,0,75,9,4,254,286
1994,0,0,20000,90,2,22,432,7057
2006,0,0,20000,78,7,6,277,4187
2004,170000,130000,0,81,1,15,492,3946
2002,40000,10000,0,87,10,28,406,6405
2006,340000,0,0,97,10,18,131,4922
2010,160000,170000,0,82,3,16,131,4605
2010,90000,80000,0,40,7,13,240,317
2001,270000,210000,0,72,1,15,474,542
2009,140000,130000,0,81,9,25,131,6614
2002,20000,10000,0,83,7,28,499,4434
2001,480000,330000,0,53,6,14,134,2482
1982,1520000,100000,0,97,5,0,51,1615
2008,0,0,10000,88,0,25,277,3679
2010,0,570000,0,57,3,4,474,5449
2006,330000,200000,0,81,2,18,442,8283
2004,70000,20000,0,96,6,28,130,1278
2012,0,20000,0,91,11,13,214,5269
2007,70000,0,0,56,3,25,474,1265
2010,0,0,60000,87,3,4,317,5832
2016,0,10000,0,90,6,13,317,8173
2013,0,0,410000,82,7,26,422,1895
2001,290000,230000,0,45,8,15,492,2950
1985,460000,100000,920000,96,4,11,329,3259
1992,40000,10000,20000,54,2,11,254,7366
2007,550000,80000,0,61,6,27,442,4122
1997,390000,270000,430000,96,2,14,414,872
2006,0,20000,0,92,11,13,51,8077
2006,50000,0,0,87,0,18,21,2900
1998,590000,30000,0,80,0,13,130,7892
2003,260000,70000,0,73,0,7,254,7355
2008,70000,30000,80000,55,0,27,317,2024
2011,0,0,80000,79,11,4,452,2243
1997,80000,20000,0,91,2,10,318,2464
2014,460000,330000,0,80,0,16,121,1670
2005,950000,40000,0,98,9,15,254,1401
2008,260000,0,0,68,10,4,442,215
2001,10000,0,0,60,0,6,325,2028
2009,2670000,870000,50000,94,8,27,131,3927
2009,190000,70000,0,97,6,16,21,1946
2012,0,0,20000,42,0,18,215,2092
2008,90000,10000,0,81,0,27,492,7711
2005,540000,110000,0,75,0,28,264,4428
2002,20000,10000,0,50,0,7,298,2439
2007,30000,20000,0,81,10,15,51,454
2005,390000,150000,0,63,8,28,131,575
2002,100000,30000,0,66,0,28,21,682
2014,20000,0,20000,98,2,19,38,316
2016,70000,50000,50000,99,7,17,406,8178
2010,2640000,1330000,10000,74,3,25,474,4482
2014,640000,340000,0,93,0,27,121,1670
2013,100000,60000,0,53,0,27,82,5987
2009,110000,30000,0,69,11,27,406,7003
2003,60000,40000,0,81,7,15,53,2858
2014,0,0,20000,52,1,19,377,2852
2007,0,0,30000,60,10,4,391,6074
2003,100000,30000,0,58,10,28,17,224
2012,280000,310000,130000,82,2,16,317,7375
1998,1250000,610000,130000,75,10,10,329,20
2010,0,0,130000,83,7,27,82,4624
2007,300000,20000,1270000,98,7,4,422,1881
2014,330000,230000,80000,84,7,17,422,2417
1994,0,0,180000,55,6,20,406,2206
2013,180000,100000,0,80,1,2,495,3893
2010,690000,100000,0,45,10,25,474,2777
1998,370000,250000,0,63,7,14,414,3933
2008,110000,0,10000,73,10,25,254,4098
2007,0,10000,0,59,8,13,296,2667
2006,990000,40000,0,54,0,15,492,6353
1998,0,0,40000,93,2,14,399,7568
2004,0,0,100000,58,1,6,329,2271
2012,0,0,630000,72,3,2,317,7290
1994,0,0,90000,72,7,14,414,1307
2012,70000,40000,0,97,4,2,406,1331
2010,710000,2390000,20000,65,10,27,131,2227
2009,160000,100000,0,43,8,27,51,7461
2015,0,0,100000,69,7,16,317,7231
1999,330000,70000,0,83,0,10,461,7208
2009,140000,90000,0,66,10,25,448,1759
2005,440000,110000,0,56,10,7,131,4141
2001,0,0,110000,86,11,14,317,6233
1996,1390000,480000,400000,48,4,5,329,1775
2010,80000,20000,0,91,0,16,131,4794
2003,0,20000,0,92,9,13,474,3255
2007,190000,150000,10000,56,6,15,442,3559
2001,110000,80000,0,92,10,15,442,1442
2016,10000,0,50000,95,3,17,452,5236
2006,0,30000,0,63,11,13,474,3093
2005,50000,10000,0,86,4,7,474,1728
2010,100000,0,0,68,9,4,115,3956
2013,0,20000,0,45,10,26,104,8055
2010,120000,10000,0,95,1,4,85,8185
2016,0,0,30000,88,1,19,215,1609
2009,90000,20000,0,97,0,27,21,3258
2008,0,0,20000,100,7,18,148,8195
2004,0,0,90000,65,10,7,254,3491
2007,130000,100000,0,94,6,15,442,7044
2002,120000,1260000,1160000,61,10,15,254,8508
1999,400000,200000,0,71,6,10,131,605
2008,290000,20000,0,51,9,4,131,6621
1999,240000,60000,0,64,6,10,448,4651
2009,140000,0,0,60,3,27,268,6120
1998,1450000,40000,0,41,6,14,131,4829
2002,60000,50000,0,99,7,15,138,5850
2010,80000,0,0,60,10,27,193,521
2008,80000,10000,0,97,11,4,474,7857
2007,470000,0,0,61,10,27,131,4885
1994,0,0,50000,86,2,20,406,2779
2013,10000,0,0,83,0,19,121,1669
1995,0,0,280000,50,2,20,399,7555
2006,280000,220000,110000,93,6,15,414,7970
2008,20000,0,0,86,1,4,28,3408
2014,0,0,170000,82,0,2,331,7065
2009,0,190000,0,45,5,4,329,5207
2005,30000,10000,0,79,8,28,207,6824
2015,0,0,30000,56,0,19,215,2936
2010,50000,0,0,66,2,18,419,7251
2004,130000,100000,0,46,7,15,422,2566
2007,80000,0,0,69,3,4,51,3445
2003,10000,0,0,75,11,13,131,1216
2008,40000,30000,0,93,2,15,298,4667
2002,150000,40000,60000,84,1,7,492,755
2007,340000,10000,0,83,0,15,492,1289
2016,0,120000,0,49,11,13,406,7946
1997,0,0,260000,94,10,10,254,3509
2016,600000,1250000,60000,75,0,17,474,2314
2008,10000,60000,0,41,4,16,414,5904
2010,0,0,10000,89,1,18,395,7387
2011,50000,50000,0,44,8,13,474,960
2013,170000,200000,530000,77,1,2,329,1673
2002,510000,400000,0,76,10,15,406,4856
1996,20000,10000,0,64,8,14,460,5363
2011,0,20000,0,67,3,27,279,5642
2010,0,0,30000,72,1,4,393,7389
2007,110000,10000,0,65,0,27,442,435
2005,50000,10000,0,85,3,7,254,3659
2007,100000,10000,0,52,5,4,164,68
1995,0,0,60000,45,1,1,254,5624
2008,220000,0,0,68,9,4,442,5436
2007,30000,0,0,84,1,4,391,2075
2004,0,0,50000,75,10,4,254,7391
2010,320000,230000,0,76,6,27,121,6857
2012,0,20000,0,90,0,4,261,5094
2013,0,20000,0,73,0,2,263,4613
2003,50000,10000,0,97,10,28,492,499
2002,120000,40000,0,56,6,6,442,4308
2008,50000,0,0,94,0,27,130,3565
2011,20000,70000,0,82,4,13,406,6758
2009,490000,150000,0,68,7,16,21,4290
2002,20000,10000,0,66,8,6,254,6608
2008,80000,0,0,94,4,25,74,6810
2004,40000,30000,360000,59,0,15,452,6330
2014,80000,1040000,0,97,9,13,152,2325
2010,50000,0,0,50,9,4,21,279
2008,150000,0,0,69,1,25,403,2792
2011,60000,50000,0,80,10,15,414,4084
2007,20000,0,0,79,0,4,121,1713
2004,20000,10000,0,78,10,15,187,5340
2011,110000,170000,0,53,9,13,131,7691
1998,450000,330000,290000,59,6,10,329,2187
1998,0,0,260000,93,7,14,254,8683
2004,60000,50000,0,67,1,15,492,7751
2008,0,70000,0,83,9,13,131,7677
2008,110000,10000,50000,59,7,4,422,1656
2000,150000,100000,0,56,9,14,21,6923
2008,270000,20000,0,96,7,25,130,4638
1998,40000,30000,0,85,10,14,448,194
2005,180000,0,0,63,2,18,414,7464
2009,0,0,20000,99,9,18,452,8348
2012,0,0,360000,72,11,18,317,1372
2006,100000,0,0,48,8,18,121,2146
1990,1740000,250000,210000,100,0,11,254,7360
2005,280000,80000,0,52,9,28,254,1404
1994,0,0,30000,88,0,22,61,7510
2007,0,0,30000,58,1,15,215,3121
2002,120000,30000,0,67,10,7,131,3826
2011,0,20000,0,98,9,13,478,1536
1997,0,0,110000,99,7,20,406,5407
2010,0,0,20000,53,1,15,377,1167
2009,0,0,10000,62,1,15,30,6410
2002,80000,20000,0,89,10,28,17,442
2014,0,0,20000,41,0,18,215,3605
2012,530000,480000,60000,95,0,19,474,380
2002,40000,10000,0,51,4,6,478,1948
2009,0,0,10000,46,1,15,215,3124
2004,2710000,3020000,80000,91,6,15,131,5117
1999,2950000,600000,1970000,95,2,10,329,7189
2006,20000,0,0,59,0,4,172,2514
2009,240000,120000,0,67,3,16,495,3899
2007,570000,720000,60000,83,0,16,414,3069
2010,1770000,320000,0,87,7,13,21,8534
2007,200000,130000,220000,70,7,18,422,6914
2007,540000,0,0,72,3,4,6,6832
2013,140000,40000,0,72,8,13,467,1532
2014,510000,470000,0,89,8,27,131,5564
2015,0,0,30000,54,0,19,406,5497
2003,240000,490000,0,46,10,28,131,2231
2014,60000,10000,120000,58,0,19,332,1425
2011,70000,30000,0,87,5,19,317,7956
2015,130000,150000,70000,97,8,16,131,581
2002,110000,30000,0,68,6,7,474,5928
2010,160000,30000,0,64,3,4,121,8463
2010,50000,0,0,90,3,4,117,6347
1996,0,0,450000,84,10,22,254,3507
2007,0,0,10000,66,8,15,217,4465
2008,90000,0,0,63,8,16,21,7521
2016,0,0,20000,53,7,19,146,5151
2008,170000,0,0,43,10,27,298,4862
2001,190000,50000,0,67,3,28,296,2159
2007,2310000,1720000,120000,69,0,16,414,8126
2004,20000,10000,0,96,1,28,474,7235
2007,0,40000,0,48,9,13,474,6607
2005,100000,70000,0,88,0,15,492,5690
2009,390000,200000,0,50,10,27,131,7784
2010,1410000,200000,30000,98,0,16,448,4848
2003,530000,140000,0,62,0,7,131,7622
2008,30000,0,0,75,9,4,272,7972
2008,0,0,290000,43,1,4,254,5444
2008,0,0,80000,54,6,16,406,3325
1997,160000,110000,560000,52,9,14,414,112
2008,10000,0,0,49,6,15,82,4692
2006,230000,20000,0,41,1,25,442,433
2006,200000,50000,0,65,0,7,298,2992
2015,240000,370000,0,84,0,17,495,3884
2010,80000,70000,0,88,0,15,477,3419
2004,310000,110000,0,60,3,6,478,7489
2010,90000,0,0,89,0,4,419,7713
2002,0,0,50000,87,2,14,317,6309
2010,190000,0,0,98,8,27,272,2841
2007,280000,0,0,68,10,18,131,4885
2002,0,0,760000,49,3,15,317,7293
2009,220000,100000,230000,88,7,4,422,2420
1997,210000,150000,0,94,6,14,168,6332
2001,130000,100000,0,78,6,15,414,2491
2007,160000,0,0,62,0,18,21,6841
2007,560000,0,0,55,0,25,442,6868
2010,370000,50000,0,62,5,4,104,1568
2012,0,0,20000,74,7,18,425,2093
2011,60000,10000,0,61,10,13,448,4195
2004,300000,110000,0,61,4,6,21,3948
2004,480000,240000,0,64,10,28,21,7917
2009,170000,0,0,45,0,4,21,1073
2008,820000,510000,10000,60,0,27,21,9
2004,740000,520000,80000,59,4,6,442,6746
2001,50000,30000,0,47,3,14,21,7739
1996,1980000,700000,0,81,2,14,168,4669
1996,30000,20000,0,57,10,14,472,5275
2007,480000,1280000,20000,43,6,27,296,5361
2011,0,0,200000,43,10,18,254,3502
2013,0,0,240000,73,7,18,317,2748
2008,0,0,20000,89,1,15,7,5187
2011,260000,100000,60000,84,7,16,478,8073
2003,30000,10000,0,72,10,6,217,6901
2008,90000,0,0,61,0,4,21,6845
2006,0,0,40000,60,1,4,277,5128
2009,110000,0,0,92,5,25,96,6734
2005,350000,130000,0,99,0,6,21,4140
2013,5280000,4190000,4350000,62,7,2,329,5608
2007,0,0,40000,75,3,15,356,1388
2010,80000,70000,0,51,9,27,6,5103
2002,40000,10000,0,45,4,28,226,8709
2005,140000,10000,0,75,0,4,492,6895
2009,30000,0,0,64,6,4,511,1740
2004,260000,200000,0,82,4,15,131,8075
2002,10000,0,0,84,3,6,51,6809
2007,0,0,30000,89,0,4,82,3615
2003,1150000,1110000,0,85,0,15,474,7878
2004,0,0,90000,85,5,4,217,5797
2009,0,40000,0,100,11,13,247,8032
2010,90000,110000,0,40,6,25,152,7980
2007,30000,0,0,86,10,4,473,8131
2007,220000,0,90000,98,4,4,82,4399
2005,60000,40000,0,98,7,15,406,6535
2010,100000,0,0,48,0,4,6,1039
2014,0,0,120000,96,3,19,244,4035
2006,130000,30000,0,87,4,7,474,5303
2011,200000,20000,0,54,0,27,442,5793
1998,1880000,1470000,2020000,45,0,14,489,6000
2010,170000,0,0,47,10,16,448,4194
2011,0,0,10000,46,7,4,14,1542
2000,90000,70000,0,50,10,15,254,2043
2010,160000,0,0,98,10,25,104,3524
2003,20000,20000,0,58,11,13,296,162
2004,80000,20000,0,80,7,28,474,7442
2015,0,0,20000,43,0,19,317,1318
1997,350000,240000,0,62,0,14,414,5192
2010,40000,0,0,84,2,4,419,7251
2010,110000,0,0,40,9,4,474,5474
1995,920000,330000,520000,63,9,14,414,170
2014,0,10000,0,98,0,16,317,8045
1986,1130000,370000,410000,90,6,11,329,5861
2010,3700000,1950000,90000,97,0,27,448,5967
2004,490000,180000,0,98,0,6,21,6468
1981,1840000,110000,0,58,0,0,51,2030
1996,2050000,1160000,1110000,51,0,14,489,5996
2005,500000,180000,0,41,4,6,121,1696
2010,1280000,670000,10000,45,7,27,422,2416
2006,70000,20000,0,87,4,28,492,3257
2008,1480000,0,290000,100,10,25,329,4262
2008,60000,10000,0,79,1,25,457,151
2010,130000,0,0,66,10,4,51,461
2000,0,0,290000,85,10,10,254,3497
2015,20000,0,0,55,7,19,332,7006
2009,0,0,10000,60,10,4,254,7394
2009,160000,0,0,41,6,25,474,4609
2014,580000,0,0,45,10,17,415,4087
2010,160000,0,0,93,10,25,510,6475
2002,150000,40000,0,74,10,28,406,4855
2004,580000,2480000,40000,56,10,15,131,2232
1995,0,0,50000,97,3,22,446,7114
1997,180000,120000,0,62,6,14,414,5880
2010,30000,0,0,72,10,25,478,5247
2001,1700000,590000,210000,41,4,7,406,6749
2008,280000,220000,0,92,5,15,131,3039
2006,30000,0,0,65,4,4,172,2658
2006,350000,20000,10000,65,8,27,131,575
2005,250000,200000,0,93,0,15,442,7658
2010,0,0,30000,50,7,18,196,3557
2011,1450000,860000,90000,82,8,16,414,3745
1992,870000,170000,1100000,97,3,5,329,3802
2006,0,0,70000,68,3,18,129,4076
2009,0,0,20000,62,1,27,7,21
2009,0,0,310000,86,11,15,317,6230
2002,90000,30000,0,60,6,28,58,1081
2008,290000,230000,0,82,3,15,268,6111
2009,240000,0,0,91,10,25,448,4200
2015,70000,20000,0,45,0,29,82,6020
2007,80000,20000,0,80,0,18,474,5703
2012,0,0,90000,47,1,18,245,5518
2007,120000,0,0,69,9,4,478,1078
2001,40000,30000,0,79,0,15,130,5763
2009,0,0,240000,41,0,16,317,4553
2011,100000,70000,0,44,2,25,442,8277
2010,370000,320000,0,89,6,27,406,6741
2012,100000,80000,0,61,2,15,478,8660
2009,0,0,20000,98,1,15,505,6423
2003,270000,210000,0,43,3,15,88,252
2002,130000,90000,0,79,6,14,498,8589
2013,0,0,260000,58,10,2,259,3308
2003,280000,220000,0,66,0,15,51,7398
2015,10000,0,30000,48,7,17,28,2165
2001,1810000,0,0,47,9,13,131,7701
1997,290000,190000,70000,95,7,14,131,1604
2014,0,80000,0,95,7,13,115,6064
2012,0,0,30000,83,1,18,76,1585
2015,0,0,60000,66,0,19,452,6324
2007,320000,0,0,100,0,25,509,1092
1994,0,0,70000,97,6,20,406,2624
2015,60000,0,0,42,0,18,478,5715
2007,270000,20000,0,58,0,27,492,1289
2009,120000,60000,0,54,9,25,474,1465
2012,300000,110000,240000,73,2,16,53,5454
2008,510000,500000,910000,43,2,18,422,1729
2013,50000,60000,120000,74,3,26,329,2636
2011,830000,600000,20000,76,8,16,481,5650
2010,170000,60000,0,68,10,27,21,7919
2005,860000,30000,10000,92,11,4,442,8751
2004,120000,30000,0,50,4,28,296,714
1999,270000,180000,0,49,0,14,156,1612
2002,530000,410000,0,91,10,15,27,2443
2005,0,0,590000,60,11,15,61,1375
2013,350000,270000,0,45,0,27,6,7402
2011,0,0,20000,47,0,18,447,5051
2004,30000,10000,0,48,4,28,187,6352
2006,10000,0,0,47,0,6,96,640
2011,50000,40000,0,84,2,15,442,8277
